month,day,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
4,30,16.964285714285715,16.29285714285714,48.0,997.3571428571428,284.6428571428572,8.657142857142857,254.64285714285717,204.3571428571429,375.1428571428572
5,21,17.16875,14.2375,49.3125,1007.6875,332.4375,4.375,559.125,111.4375,510.1875
10,12,17.607692307692307,15.538461538461538,65.76923076923077,1000.9153846153846,216.07692307692307,2.507692307692308,598.3076923076923,64.61538461538461,356.2307692307692
5,8,17.28666666666667,16.706666666666667,59.0,1014.18,91.06666666666666,2.293333333333333,574.2666666666667,123.6,516.1333333333333
7,4,21.9125,33.15625,63.9375,1005.1,73.9375,1.73125,112.75,170.625,239.3125
4,11,14.821428571428571,27.49285714285714,68.5,1004.3714285714286,53.285714285714285,3.85,0.0,167.85714285714286,167.85714285714286
3,6,5.325,6.383333333333333,51.083333333333336,1010.425,333.5833333333333,3.9416666666666655,756.0,57.333333333333336,432.4166666666667
5,24,21.50625,32.3625,71.8125,1007.2125,212.875,3.60625,129.0625,227.0,342.5625
5,10,13.206666666666669,12.22,48.86666666666667,1006.5533333333332,203.6,2.066666666666667,235.26666666666668,264.06666666666666,414.3333333333333
6,26,23.28125,27.75,62.5,1004.03125,276.3125,2.48125,278.1875,232.625,416.8125
9,15,20.12857142857143,37.9,89.42857142857143,1003.2214285714286,291.42857142857144,3.814285714285714,33.714285714285715,164.0,181.42857142857144
9,15,16.992857142857144,15.085714285714284,54.785714285714285,1012.9,200.28571428571428,1.6714285714285713,613.3571428571429,76.57142857142857,436.2142857142857
6,15,21.08125,21.98125,55.8125,1002.25,341.0,3.40625,573.3125,116.25,524.25
11,17,9.9,17.645454545454545,54.81818181818182,1023.3727272727272,179.1818181818182,3.163636363636364,213.54545454545453,135.0,211.8181818181818
1,19,3.8,6.720000000000001,65.8,1005.72,295.0,5.07,387.5,106.0,252.1
3,31,4.346153846153846,25.04615384615385,91.07692307692308,1005.1076923076924,107.23076923076924,5.7846153846153845,0.0,61.46153846153846,61.46153846153846
6,3,18.1125,39.55,86.75,1015.98125,164.375,2.425,0.0,191.625,191.625
12,5,9.99,9.57,65.8,1008.06,312.5,5.8100000000000005,247.7,110.1,189.3
3,1,3.8666666666666663,12.816666666666668,60.75,1011.15,93.08333333333331,2.183333333333333,229.75,151.08333333333334,291.1666666666667
11,19,7.418181818181818,6.581818181818182,44.18181818181818,1022.0545454545456,304.0,7.081818181818182,489.3636363636364,76.27272727272727,259.54545454545456
3,28,6.585714285714286,6.814285714285715,56.285714285714285,1020.0642857142856,185.3571428571429,4.35,541.6428571428571,106.42857142857144,433.7857142857143
11,17,6.472727272727273,7.545454545454546,64.63636363636364,1025.8818181818183,25.727272727272727,3.363636363636364,586.4545454545455,55.09090909090909,274.27272727272725
4,15,16.571428571428573,12.071428571428571,38.07142857142857,1014.9285714285714,303.2857142857143,2.878571428571429,464.7142857142857,151.78571428571428,452.4285714285714
10,7,11.646153846153847,21.12307692307693,62.15384615384615,1008.8538461538462,193.84615384615384,1.1,161.53846153846155,198.69230769230768,288.84615384615387
3,17,10.607142857142858,8.171428571428573,61.142857142857146,1006.407142857143,275.07142857142856,1.8285714285714287,629.2142857142857,71.85714285714286,408.07142857142856
12,1,-0.0727272727272727,4.727272727272728,41.09090909090909,1020.0363636363636,326.3636363636364,6.236363636363635,499.1818181818182,62.54545454545455,238.63636363636363
2,3,-3.709090909090909,4.454545454545454,43.0,1019.2818181818184,245.0,4.7,521.0909090909091,99.8181818181818,289.27272727272725
8,5,24.825,35.10625,65.6875,1008.51875,201.6875,2.075,437.0,146.75,447.125
4,21,16.52857142857143,12.62142857142857,38.85714285714285,1009.9857142857144,212.8571428571429,4.892857142857143,579.1428571428571,128.64285714285714,512.7857142857143
12,1,5.663636363636363,6.6909090909090905,53.18181818181818,1012.4909090909092,336.45454545454544,5.063636363636364,612.0,38.45454545454545,248.3636363636364
12,18,-2.8,2.6900000000000004,45.9,1014.18,338.6,3.6,632.7,49.9,255.1
8,1,27.0125,26.69375,47.3125,999.9,259.3125,4.04375,406.75,173.0625,435.875
4,10,10.992857142857144,10.171428571428573,55.07142857142857,1000.7642857142856,304.6428571428572,4.978571428571429,578.5714285714286,130.92857142857142,470.8571428571428
5,6,15.866666666666667,10.92,39.73333333333333,1004.72,232.33333333333331,4.38,524.8,143.2,498.2
9,14,25.06153846153846,38.53076923076923,55.07692307692308,1015.6,111.3076923076923,3.076923076923077,156.15384615384616,235.92307692307693,345.53846153846155
5,11,14.73125,11.7,44.5625,1008.325,289.5,3.33125,278.0,198.5625,422.8125
6,28,24.55,21.85625,53.375,1014.59375,202.6875,1.73125,510.375,149.875,504.8125
11,25,5.281818181818182,7.918181818181818,61.09090909090909,1031.2363636363636,106.9090909090909,1.4636363636363638,539.0909090909091,56.81818181818182,250.8181818181818
4,28,14.82,12.586666666666668,47.8,1015.94,168.4,3.2266666666666666,413.2,168.06666666666666,453.8666666666667
8,11,18.95,27.67142857142857,89.14285714285714,999.0642857142856,180.57142857142856,1.3285714285714287,117.14285714285714,210.14285714285717,291.2857142857143
1,26,4.390909090909091,8.118181818181817,66.27272727272727,994.8909090909092,257.54545454545456,6.163636363636363,199.9090909090909,128.72727272727272,197.3636363636364
2,4,1.2363636363636366,7.118181818181818,80.0909090909091,1009.4272727272728,300.27272727272725,4.554545454545455,336.72727272727275,147.36363636363637,270.1818181818182
3,29,12.178571428571429,13.571428571428571,50.285714285714285,998.2357142857144,319.85714285714283,6.5,241.0,201.64285714285717,344.7142857142857
9,19,18.338461538461537,18.338461538461537,56.61538461538461,1007.046153846154,335.84615384615387,4.115384615384615,517.5384615384615,104.07692307692308,431.61538461538464
9,28,21.1,42.33846153846154,91.6923076923077,1005.046153846154,121.0,4.823076923076924,0.0,138.3846153846154,138.3846153846154
10,28,13.927272727272726,21.827272727272728,70.63636363636364,1000.6,48.63636363636363,7.2,0.0,95.36363636363636,95.36363636363636
9,15,20.192857142857143,15.228571428571428,47.57142857142857,1014.3142857142856,72.28571428571429,3.128571428571429,654.6428571428571,62.85714285714285,440.3571428571428
1,21,-0.7899999999999999,7.0200000000000005,49.0,1006.34,223.0,2.6100000000000003,22.4,119.5,123.2
11,22,10.663636363636364,26.10909090909091,89.81818181818181,1010.6636363636364,243.27272727272728,4.045454545454546,1.5454545454545454,84.54545454545455,84.9090909090909
2,8,1.2272727272727273,6.963636363636363,68.9090909090909,996.2272727272727,291.6363636363636,7.581818181818181,391.09090909090907,102.27272727272728,272.6363636363636
3,15,5.300000000000001,7.369230769230769,64.0,1021.4461538461538,152.53846153846155,2.792307692307692,203.3846153846154,203.23076923076923,299.9230769230769
10,18,13.391666666666666,13.616666666666667,50.75,1008.7916666666666,316.9166666666667,6.45,478.5,109.33333333333331,335.0833333333333
3,31,12.828571428571427,24.27142857142857,78.21428571428571,1016.9214285714286,177.0,5.6000000000000005,3.928571428571429,188.5,190.78571428571428
7,3,17.15,30.2875,85.875,1006.68125,33.6875,4.575,8.9375,151.9375,158.8125
10,19,5.876923076923077,10.253846153846156,51.61538461538461,1020.753846153846,283.0,2.707692307692308,585.4615384615385,62.53846153846154,330.9230769230769
6,26,27.21875,28.11875,47.75,1003.3875,251.3125,2.59375,347.875,172.625,451.8125
2,6,-3.1818181818181817,5.654545454545455,61.45454545454545,1014.6090909090908,319.90909090909093,2.981818181818181,601.5454545454545,75.63636363636364,330.54545454545456
9,27,17.792307692307695,37.715384615384615,95.84615384615384,995.2076923076924,162.0,3.5923076923076924,0.0769230769230769,91.3846153846154,91.3846153846154
4,22,15.814285714285717,18.892857142857142,59.0,995.157142857143,208.57142857142856,4.307142857142857,178.57142857142858,238.14285714285717,371.9285714285714
1,29,-4.125,5.625,64.58333333333333,1014.5666666666666,160.16666666666666,2.4916666666666667,360.5833333333333,83.41666666666667,224.16666666666663
12,7,0.5800000000000001,6.709999999999999,51.2,991.25,294.2,7.27,139.8,136.2,175.6
1,14,5.83,13.14,65.9,1008.28,304.4,0.8800000000000001,232.3,141.4,209.7
5,17,17.3,18.06,59.0,1006.8,266.8,2.313333333333333,237.26666666666668,246.9333333333333,417.26666666666665
7,8,28.70625,41.1875,55.75,1000.975,287.0625,2.1,400.6875,153.9375,455.8125
6,23,26.6375,40.9,63.0625,1006.9,178.625,4.7875,500.9375,141.6875,498.4375
9,30,15.092307692307692,17.423076923076923,68.15384615384616,1011.0615384615384,228.0,5.038461538461538,69.53846153846153,173.07692307692307,201.69230769230768
7,26,25.70625,27.925,53.1875,1006.35,214.625,3.5375,309.1875,191.4375,421.25
1,9,-3.75,3.09,47.2,1008.37,333.3,5.71,642.3,52.3,271.9
3,15,15.983333333333333,29.991666666666664,83.25,1000.0833333333334,216.08333333333331,7.283333333333334,84.58333333333333,242.75,283.25
1,7,0.4800000000000001,7.15,75.6,986.54,182.1,3.08,3.3,58.3,58.6
9,30,18.415384615384617,19.9,70.15384615384616,1002.7692307692308,241.07692307692307,1.676923076923077,138.84615384615384,204.46153846153845,289.61538461538464
6,7,26.75,40.0375,61.9375,1016.24375,194.4375,4.075,268.8125,188.5625,404.4375
9,6,25.12857142857143,35.15714285714286,70.85714285714286,1002.2714285714284,153.57142857142858,1.15,5.857142857142857,206.07142857142856,208.0
1,25,1.34,4.62,54.0,1006.11,270.6,6.29,429.9,115.9,280.0
5,16,19.65625,30.0625,59.0625,1012.1,198.0625,3.425,32.4375,231.1875,259.8125
8,18,25.95,31.107142857142858,53.0,1004.9642857142856,236.07142857142856,3.45,372.2857142857143,193.2142857142857,448.9285714285714
9,3,23.65714285714285,37.74285714285714,69.28571428571429,1010.75,117.14285714285714,4.3,0.0,168.57142857142858,168.57142857142858
8,18,20.835714285714285,33.0,71.5,1014.3,78.85714285714286,1.7857142857142858,1.6428571428571428,204.5,204.78571428571428
8,6,21.6375,35.88125,65.1875,1005.175,307.4375,1.70625,67.9375,182.625,229.375
11,22,9.354545454545455,15.5,60.54545454545455,1004.1181818181816,305.0,3.927272727272728,0.9090909090909092,88.63636363636364,88.72727272727273
6,28,28.05625,49.7125,64.8125,1020.1875,214.4375,4.4625,458.9375,148.8125,487.5
4,17,6.971428571428571,15.228571428571428,73.0,988.1928571428572,323.35714285714283,7.421428571428572,17.571428571428573,234.8571428571429,247.07142857142856
8,5,25.84375,22.475,48.5625,1003.05,282.625,3.5,373.1875,156.25,428.8125
8,8,22.65714285714285,45.385714285714286,69.14285714285714,1015.9785714285716,62.85714285714285,4.164285714285715,54.5,228.57142857142856,267.0
9,11,21.142857142857142,50.82857142857143,93.5,1010.8928571428572,112.78571428571428,1.0785714285714287,8.0,127.57142857142856,131.64285714285714
5,14,19.30666666666667,30.926666666666662,66.93333333333334,1010.92,197.2,3.566666666666667,0.0,162.0,162.0
6,13,18.74375,36.63125,81.3125,995.99375,156.5625,4.31875,23.0625,130.1875,134.0
4,17,13.507142857142856,9.35,45.71428571428572,1014.15,265.1428571428572,2.95,622.2142857142857,117.07142857142856,509.57142857142856
6,30,28.75,29.78125,50.4375,1007.45,258.6875,2.16875,593.4375,107.6875,521.1875
7,19,28.0125,35.18125,66.5,1007.5125,239.1875,2.93125,416.5625,155.1875,469.75
2,19,-1.9416666666666669,3.45,50.333333333333336,1024.9583333333333,318.5833333333333,4.666666666666667,657.8333333333334,63.75,365.3333333333333
5,18,16.62666666666667,26.78,69.33333333333333,1014.7533333333332,71.73333333333333,5.046666666666667,0.8666666666666667,157.66666666666666,158.33333333333334
8,1,23.525,41.1875,81.9375,1002.85,196.1875,2.475,13.25,165.5,172.875
6,4,23.25625,31.9,64.8125,1006.04375,211.25,1.80625,101.9375,294.0625,370.5
10,10,15.176923076923078,22.63076923076923,86.07692307692308,1002.3076923076924,180.6153846153846,3.2384615384615385,134.6153846153846,196.84615384615384,270.53846153846155
6,13,20.90625,43.4375,90.375,1000.95625,158.5,3.225,113.875,208.375,302.0625
7,7,21.875,49.175,90.6875,1000.35625,175.625,1.9125,116.9375,163.5625,233.9375
11,20,2.618181818181818,3.627272727272727,43.81818181818182,1024.5181818181818,28.0,3.772727272727273,569.9090909090909,62.63636363636363,272.45454545454544
4,11,16.45714285714286,23.12857142857143,58.42857142857143,1006.5642857142856,231.7142857142857,3.971428571428572,167.78571428571428,205.5,330.35714285714283
12,12,7.44,4.99,35.5,1018.5,298.5,5.92,602.1,45.3,252.7
1,1,7.56,12.47,79.6,1006.4,203.7,4.08,477.9,69.3,233.8
3,6,1.6833333333333336,6.091666666666666,45.083333333333336,1025.9083333333333,279.3333333333333,2.9333333333333336,711.9166666666666,71.08333333333333,432.9166666666667
11,9,8.445454545454545,11.681818181818182,68.36363636363636,1011.4727272727272,106.63636363636364,1.7545454545454546,270.0,129.36363636363637,247.63636363636363
11,18,6.463636363636363,7.7,69.36363636363636,1027.5636363636363,54.45454545454545,3.136363636363636,347.3636363636364,103.8181818181818,238.3636363636364
4,27,23.173333333333336,22.78,51.86666666666667,1016.3333333333334,152.33333333333334,3.246666666666667,439.8666666666667,154.93333333333334,461.4666666666666
1,7,2.73,7.479999999999999,55.7,1016.23,286.6,1.1800000000000002,281.5,115.4,213.2
7,29,27.20625,40.00625,65.6875,1001.70625,270.125,3.13125,39.6875,224.875,256.3125
8,22,24.228571428571428,19.664285714285715,50.85714285714285,1009.3857142857142,205.64285714285717,2.992857142857143,605.7142857142857,108.07142857142856,502.7142857142857
12,5,12.27,23.21,92.4,1007.91,190.7,3.76,0.0,71.7,71.7
3,21,4.123076923076924,11.26923076923077,76.46153846153847,1005.8076923076924,281.6923076923077,3.053846153846154,108.15384615384616,230.30769230769232,283.53846153846155
5,20,11.3375,17.9875,69.5625,991.8625,185.0625,2.5,13.5625,86.625,88.6875
11,6,15.772727272727272,28.9,92.8181818181818,1003.5545454545456,39.45454545454545,7.0181818181818185,1.2727272727272727,42.45454545454545,42.54545454545455
7,2,28.01875,43.76875,64.0625,1002.7375,194.9375,4.45625,404.8125,165.25,475.5625
9,9,26.042857142857144,31.957142857142856,63.0,1007.8214285714286,197.8571428571429,3.0142857142857147,308.1428571428572,177.5,380.57142857142856
2,19,-6.066666666666666,3.7083333333333335,37.25,1008.525,306.5,6.775,505.3333333333333,129.33333333333334,333.1666666666667
6,15,22.26875,39.13125,87.25,1000.89375,287.75,2.0,48.625,204.4375,235.0625
4,2,7.45,6.492857142857143,41.07142857142857,1013.8857142857142,312.0,6.764285714285714,621.7857142857143,98.35714285714286,471.4285714285714
4,7,5.142857142857143,11.585714285714284,55.785714285714285,1001.6714285714286,313.2857142857143,3.942857142857143,228.92857142857144,194.42857142857144,357.6428571428572
10,19,16.972727272727273,25.645454545454548,62.18181818181818,1024.7181818181818,138.9090909090909,2.872727272727273,135.72727272727272,180.72727272727272,232.0
12,25,10.82,21.36,82.4,997.04,191.9,7.979999999999999,4.3,68.3,69.1
7,6,22.34375,40.7625,90.625,1008.5625,126.4375,1.81875,3.625,204.1875,205.625
8,19,25.392857142857142,36.50714285714285,73.42857142857143,1004.5571428571428,146.78571428571428,1.8785714285714288,250.64285714285717,231.5,391.1428571428572
12,26,2.79,14.56,73.7,1012.45,44.7,2.71,0.0,69.1,69.1
10,9,13.608333333333334,31.8,72.75,1022.45,34.166666666666664,6.891666666666667,0.0,76.91666666666667,76.91666666666667
12,25,-1.12,7.77,61.1,1006.64,332.1,1.67,16.3,123.2,129.4
9,14,23.846153846153847,20.83076923076923,49.0,1016.4846153846154,340.15384615384613,5.015384615384615,110.15384615384616,263.0769230769231,340.15384615384613
6,18,22.0875,49.0625,83.5625,1011.16875,143.3125,1.86875,0.0,136.875,136.875
2,11,-3.025,4.05,45.16666666666666,1012.975,262.25,3.3083333333333336,569.6666666666666,79.0,316.0
1,13,2.35,6.57,72.3,988.38,245.8,9.03,69.7,105.4,125.3
7,26,29.1125,28.325,52.875,1002.43125,283.6875,3.55,507.125,129.5,470.375
2,11,-1.9,3.283333333333333,49.75,1011.2333333333332,236.83333333333331,3.925,405.0,131.16666666666666,292.25
3,25,0.3142857142857143,5.65,45.85714285714285,1008.1785714285714,173.92857142857142,2.6785714285714284,87.21428571428571,219.07142857142856,277.2142857142857
3,7,8.025,11.166666666666666,60.91666666666666,1011.675,221.66666666666663,5.458333333333333,558.1666666666666,117.75,406.9166666666667
9,16,22.892307692307693,36.96923076923077,63.23076923076923,1014.9461538461538,78.23076923076923,1.853846153846154,12.923076923076923,190.6153846153846,200.23076923076923
7,20,25.2625,29.68125,60.625,998.44375,277.4375,4.43125,298.4375,209.0625,430.75
12,30,2.35,9.8,42.1,1026.9,200.8,4.46,104.0,134.2,174.5
3,8,1.2,3.6916666666666655,37.5,1028.5416666666667,307.4166666666667,2.9,718.0833333333334,78.0,444.25
2,2,0.8818181818181817,17.163636363636364,91.9090909090909,987.1545454545457,278.09090909090907,2.7454545454545456,0.0,68.0,68.0
4,3,6.057142857142857,3.9071428571428575,24.142857142857142,1024.2357142857145,320.7142857142857,4.092857142857143,659.9285714285714,89.0,481.8571428571428
8,9,24.857142857142858,45.62857142857143,69.78571428571429,1017.7571428571428,48.785714285714285,3.9214285714285713,34.357142857142854,281.92857142857144,310.07142857142856
9,22,21.192857142857143,26.27857142857143,68.64285714285714,1002.9571428571428,180.14285714285714,4.9,196.57142857142856,192.2142857142857,309.57142857142856
6,8,20.01875,35.55625,78.4375,1001.475,244.625,4.1875,173.875,279.5,408.0
3,4,0.8250000000000001,9.95,68.08333333333333,1008.6916666666666,39.66666666666666,5.333333333333333,54.583333333333336,175.25,194.5
5,30,22.00625,27.70625,71.4375,1009.73125,136.75,3.475,271.1875,165.25,357.0625
11,18,11.045454545454543,16.436363636363637,69.63636363636364,1021.981818181818,139.72727272727272,4.318181818181818,168.45454545454547,105.9090909090909,171.45454545454547
5,5,16.46,12.313333333333333,36.66666666666666,1010.6933333333332,187.9333333333333,1.5333333333333334,585.2,102.93333333333334,513.7333333333333
12,21,13.97,37.89,97.9,988.49,190.2,4.67,0.0,47.1,47.1
3,12,14.725,12.308333333333332,41.333333333333336,1016.8583333333332,299.75,4.675,448.25,146.83333333333334,391.9166666666667
7,5,27.5625,41.4625,71.0,1015.30625,200.9375,3.16875,438.5625,158.25,477.0
1,10,-1.04,9.73,65.9,1024.46,191.5,4.43,40.0,134.4,151.8
12,3,4.354545454545455,5.572727272727272,67.45454545454545,1027.7454545454543,64.45454545454545,1.9272727272727272,537.9090909090909,54.09090909090909,238.9090909090909
4,8,16.27857142857143,26.435714285714287,81.14285714285714,1001.4,233.5,5.178571428571429,101.0,252.14285714285717,307.92857142857144
3,15,11.508333333333333,27.266666666666666,81.58333333333333,1005.1416666666668,282.6666666666667,4.808333333333334,0.0,100.16666666666669,100.16666666666669
6,18,23.64375,30.10625,65.9375,1001.7625,268.5625,2.8,263.1875,224.5625,417.5
1,17,0.76,13.4,89.5,1013.94,321.8,3.87,13.5,83.4,88.8
1,24,-7.045454545454546,2.018181818181818,38.36363636363637,1013.8909090909092,328.3636363636364,6.609090909090909,671.1818181818181,48.27272727272727,293.27272727272725
1,7,11.27,24.4,86.6,1013.53,230.7,3.66,183.2,90.7,153.7
2,18,13.308333333333332,18.016666666666666,72.08333333333333,998.7,251.75,5.641666666666667,190.58333333333331,109.0,201.83333333333331
6,13,24.84375,25.95625,47.125,1013.7375,136.0,2.46875,544.875,129.25,515.25
3,22,4.4,6.038461538461538,33.69230769230769,1034.953846153846,75.23076923076923,4.392307692307693,378.84615384615387,191.7692307692308,399.38461538461536
1,28,5.290909090909091,7.981818181818181,64.72727272727273,1005.8818181818184,226.0909090909091,3.327272727272728,449.45454545454544,74.0909090909091,261.72727272727275
11,23,8.209090909090909,8.854545454545455,75.72727272727273,1004.3818181818184,207.8181818181818,3.363636363636364,498.1818181818182,63.27272727272727,249.0
10,12,15.153846153846152,14.576923076923077,67.07692307692308,1017.2,153.23076923076923,2.576923076923077,348.46153846153845,148.15384615384616,287.3076923076923
1,18,1.736363636363636,4.3,53.90909090909091,1004.8818181818184,311.54545454545456,6.972727272727273,570.3636363636364,61.81818181818182,259.27272727272725
4,5,16.585714285714285,17.47142857142857,62.71428571428572,1008.9857142857144,174.28571428571428,4.307142857142857,482.6428571428572,136.78571428571428,436.3571428571428
6,25,22.25625,21.56875,51.1875,1023.78125,166.4375,3.25625,445.125,154.75,499.25
8,7,28.02142857142857,44.81428571428571,61.92857142857143,1006.8714285714286,179.0,5.328571428571428,148.64285714285714,189.28571428571428,301.5
5,6,16.14,22.18,68.46666666666667,1005.56,72.46666666666667,2.9066666666666667,442.8,135.8,458.9333333333333
12,5,6.67,12.0,37.4,1026.53,256.8,1.52,390.7,88.6,226.8
3,28,13.914285714285716,17.67142857142857,41.285714285714285,999.8642857142858,230.42857142857144,5.185714285714285,330.85714285714283,135.92857142857142,301.7142857142857
4,28,12.046666666666663,15.153333333333334,39.73333333333333,1007.3333333333334,94.2,3.0,74.46666666666667,258.8666666666667,300.06666666666666
9,5,22.942857142857143,23.092857142857145,50.21428571428572,1015.45,90.78571428571428,2.7214285714285715,75.71428571428571,258.0,310.57142857142856
6,10,20.33125,31.0875,70.125,1006.83125,66.875,2.3125,0.0,204.9375,204.9375
4,19,7.135714285714286,15.985714285714286,77.14285714285714,997.2785714285714,208.14285714285717,3.835714285714286,20.5,131.85714285714286,142.5
12,25,3.63,7.95,77.3,1007.94,332.5,4.41,254.7,94.5,187.7
2,11,4.983333333333333,15.691666666666668,67.25,1004.05,248.83333333333331,2.7416666666666667,89.83333333333333,150.33333333333334,186.66666666666663
11,14,3.9181818181818175,5.881818181818182,47.90909090909091,1027.3,176.54545454545453,2.8181818181818183,244.27272727272728,133.27272727272728,234.9090909090909
9,23,16.235714285714288,16.414285714285715,52.285714285714285,1016.5714285714286,303.92857142857144,1.25,583.4285714285714,71.14285714285714,401.4285714285714
3,9,7.741666666666667,17.566666666666666,91.5,1001.5166666666668,198.5,3.3666666666666667,0.0,39.91666666666666,39.91666666666666
12,15,2.44,10.13,75.3,993.04,293.1,6.09,71.7,131.3,157.3
4,1,5.6000000000000005,17.842857142857145,79.14285714285714,1000.1285714285714,309.92857142857144,6.328571428571428,1.0714285714285714,181.57142857142856,182.14285714285717
